[2025-10-04 12:31:23] [INFO    ] discord.client: logging in using static token
[2025-10-04 12:32:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-04 12:32:00] [DEBUG   ] discord.client: Dispatching event message
[2025-10-04 12:32:00] [DEBUG   ] discord.client: Dispatching event command
[2025-10-04 12:32:00] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-10-04 12:32:00] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 1, 'delay': 0, 'ssrc': 84662}}.
[2025-10-04 12:32:01] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 84662}}.
[2025-10-04 12:32:01] [DEBUG   ] discord.player: Preparing to terminate ffmpeg process 26166.
[2025-10-04 12:32:01] [INFO    ] discord.player: ffmpeg process 26166 successfully terminated with return code of 0.
[2025-10-04 12:32:02] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1759591922544.
[2025-10-04 12:32:02] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1759591922544}.
[2025-10-04 12:32:02] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1759591922544}
[2025-10-04 12:32:06] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-10-04 12:32:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-04 12:32:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 11, 'op': 0, 'd': {'user_id': '494631739793342465', 'timestamp': 1759591926, 'member': {'user': {'username': 'panghys', 'public_flags': 0, 'primary_guild': None, 'id': '494631739793342465', 'global_name': 'panghys', 'display_name_styles': None, 'display_name': 'panghys', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'ae18d5a7c6692dadb77671278e296b44'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-08T11:31:42.225000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1422177582140493956', 'guild_id': '1414573912020484200'}}
[2025-10-04 12:32:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-04 12:32:06] [DEBUG   ] discord.client: Dispatching event typing
[2025-10-04 12:32:06] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-10-04 12:32:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 12, 'op': 0, 'd': {'user_id': '866711937369899038', 'timestamp': 1759591927, 'member': {'user': {'username': 'ohprettywaman', 'public_flags': 0, 'primary_guild': None, 'id': '866711937369899038', 'global_name': '4 cuartas', 'display_name_styles': None, 'display_name': '4 cuartas', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b350ec5b342e76d256daac1e248f7a65'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-04T15:30:57.604127+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1422177582140493956', 'guild_id': '1414573912020484200'}}
[2025-10-04 12:32:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-04 12:32:07] [DEBUG   ] discord.client: Dispatching event typing
[2025-10-04 12:32:07] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-10-04 12:32:07] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1759591927546.
[2025-10-04 12:32:07] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1759591927546}.
[2025-10-04 12:32:07] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1759591927546}
[2025-10-04 12:32:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-04T15:32:07.927000+00:00', 'pinned': False, 'nonce': '1424056502146039808', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-08T11:31:42.225000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1424056502670594204', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!h hola putaaaaaaaaaaaas', 'components': [], 'channel_type': 0, 'channel_id': '1422177582140493956', 'author': {'username': 'panghys', 'public_flags': 0, 'primary_guild': None, 'id': '494631739793342465', 'global_name': 'panghys', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'ae18d5a7c6692dadb77671278e296b44'}, 'attachments': [], 'guild_id': '1414573912020484200'}}
[2025-10-04 12:32:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-04 12:32:08] [DEBUG   ] discord.client: Dispatching event message
[2025-10-04 12:32:08] [DEBUG   ] discord.client: Dispatching event command
[2025-10-04 12:32:08] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-10-04 12:32:08] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 1, 'delay': 0, 'ssrc': 84662}}.
[2025-10-04 12:32:09] [DEBUG   ] discord.player: Preparing to terminate ffmpeg process 26215.
[2025-10-04 12:32:09] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 84662}}.
[2025-10-04 12:32:09] [INFO    ] discord.player: ffmpeg process 26215 successfully terminated with return code of 0.
[2025-10-04 12:32:12] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1759591932546.
[2025-10-04 12:32:12] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1759591932546}.
[2025-10-04 12:32:12] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1759591932546}
[2025-10-04 12:32:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 14, 'op': 0, 'd': {'user_id': '866711937369899038', 'timestamp': 1759591935, 'member': {'user': {'username': 'ohprettywaman', 'public_flags': 0, 'primary_guild': None, 'id': '866711937369899038', 'global_name': '4 cuartas', 'display_name_styles': None, 'display_name': '4 cuartas', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b350ec5b342e76d256daac1e248f7a65'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-04T15:30:57.604127+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1422177582140493956', 'guild_id': '1414573912020484200'}}
[2025-10-04 12:32:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-04 12:32:15] [DEBUG   ] discord.client: Dispatching event typing
[2025-10-04 12:32:15] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-10-04 12:32:17] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1759591937547.
[2025-10-04 12:32:17] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1759591937547}.
[2025-10-04 12:32:17] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1759591937547}
[2025-10-04 12:32:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 15, 'op': 0, 'd': {'user_id': '494631739793342465', 'timestamp': 1759591942, 'member': {'user': {'username': 'panghys', 'public_flags': 0, 'primary_guild': None, 'id': '494631739793342465', 'global_name': 'panghys', 'display_name_styles': None, 'display_name': 'panghys', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'ae18d5a7c6692dadb77671278e296b44'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-08T11:31:42.225000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1422177582140493956', 'guild_id': '1414573912020484200'}}
[2025-10-04 12:32:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-04 12:32:22] [DEBUG   ] discord.client: Dispatching event typing
[2025-10-04 12:32:22] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-10-04 12:32:22] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1759591942548.
[2025-10-04 12:32:22] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1759591942548}.
[2025-10-04 12:32:22] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1759591942548}
[2025-10-04 12:32:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 16, 'op': 0, 'd': {'user_id': '866711937369899038', 'timestamp': 1759591943, 'member': {'user': {'username': 'ohprettywaman', 'public_flags': 0, 'primary_guild': None, 'id': '866711937369899038', 'global_name': '4 cuartas', 'display_name_styles': None, 'display_name': '4 cuartas', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b350ec5b342e76d256daac1e248f7a65'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-04T15:30:57.604127+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1422177582140493956', 'guild_id': '1414573912020484200'}}
[2025-10-04 12:32:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-04 12:32:24] [DEBUG   ] discord.client: Dispatching event typing
[2025-10-04 12:32:24] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-10-04 12:32:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-04T15:32:25.058000+00:00', 'pinned': False, 'nonce': '1424056573931552768', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-08T11:31:42.225000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1424056574523215993', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!generartts aaaaaaaaa', 'components': [], 'channel_type': 0, 'channel_id': '1422177582140493956', 'author': {'username': 'panghys', 'public_flags': 0, 'primary_guild': None, 'id': '494631739793342465', 'global_name': 'panghys', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'ae18d5a7c6692dadb77671278e296b44'}, 'attachments': [], 'guild_id': '1414573912020484200'}}
[2025-10-04 12:32:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-04 12:32:25] [DEBUG   ] discord.client: Dispatching event message
[2025-10-04 12:32:25] [DEBUG   ] discord.client: Dispatching event command
[2025-10-04 12:32:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-04T15:32:25.521000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1421869904826470543'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-28T14:43:22.463000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1424056576464912516', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'preparando tts..', 'components': [], 'channel_type': 0, 'channel_id': '1422177582140493956', 'author': {'username': 'bot-acus', 'public_flags': 0, 'primary_guild': None, 'id': '1421868753179644015', 'global_name': None, 'display_name_styles': None, 'discriminator': '0800', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'b95b9c23115e861a8cdb150d54b0caf9'}, 'attachments': [], 'guild_id': '1414573912020484200'}}
[2025-10-04 12:32:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-04 12:32:25] [DEBUG   ] discord.client: Dispatching event message
[2025-10-04 12:32:25] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1422177582140493956/messages with {"content":"preparando tts..","components":[],"tts":false} has returned 200
[2025-10-04 12:32:25] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1422177582140493956/messages has received {'type': 0, 'content': 'preparando tts..', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-10-04T15:32:25.521000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1424056576464912516', 'channel_id': '1422177582140493956', 'author': {'id': '1421868753179644015', 'username': 'bot-acus', 'avatar': 'b95b9c23115e861a8cdb150d54b0caf9', 'discriminator': '0800', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2025-10-04 12:32:25] [DEBUG   ] discord.client: Dispatching event command_error
[2025-10-04 12:32:25] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command generartts
Traceback (most recent call last):
  File "/home/panghys/miniconda3/envs/acustica/lib/python3.13/site-packages/discord/ext/commands/core.py", line 235, in wrapped
    ret = await coro(*args, **kwargs)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/panghys/Escritorio/python/bot_acus/modulos/main.py", line 62, in generartts
    archivo = os.path.join("temp_tts", f"tts_{ctx.author}_{idioma[0]}_{idioma[1]}.mp3")
                                                                       ~~~~~~^^^
IndexError: list index out of range

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/panghys/miniconda3/envs/acustica/lib/python3.13/site-packages/discord/ext/commands/bot.py", line 1350, in invoke
    await ctx.command.invoke(ctx)
  File "/home/panghys/miniconda3/envs/acustica/lib/python3.13/site-packages/discord/ext/commands/core.py", line 1029, in invoke
    await injected(*ctx.args, **ctx.kwargs)  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/panghys/miniconda3/envs/acustica/lib/python3.13/site-packages/discord/ext/commands/core.py", line 244, in wrapped
    raise CommandInvokeError(exc) from exc
discord.ext.commands.errors.CommandInvokeError: Command raised an exception: IndexError: list index out of range
[2025-10-04 12:32:27] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1759591947549.
[2025-10-04 12:32:27] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1759591947549}.
[2025-10-04 12:32:27] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1759591947549}
[2025-10-04 12:32:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 19, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-04T15:32:27.947000+00:00', 'pinned': False, 'nonce': '1424056584689942528', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-04T15:30:57.604127+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1424056586640560269', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!h child porn forever', 'components': [], 'channel_type': 0, 'channel_id': '1422177582140493956', 'author': {'username': 'ohprettywaman', 'public_flags': 0, 'primary_guild': None, 'id': '866711937369899038', 'global_name': '4 cuartas', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b350ec5b342e76d256daac1e248f7a65'}, 'attachments': [], 'guild_id': '1414573912020484200'}}
[2025-10-04 12:32:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-04 12:32:28] [DEBUG   ] discord.client: Dispatching event message
[2025-10-04 12:32:28] [DEBUG   ] discord.client: Dispatching event command
[2025-10-04 12:32:28] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-10-04 12:32:28] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 1, 'delay': 0, 'ssrc': 84662}}.
[2025-10-04 12:32:30] [DEBUG   ] discord.player: Preparing to terminate ffmpeg process 26261.
[2025-10-04 12:32:30] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 84662}}.
[2025-10-04 12:32:30] [INFO    ] discord.player: ffmpeg process 26261 successfully terminated with return code of 0.
[2025-10-04 12:32:32] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1759591952550.
[2025-10-04 12:32:32] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1759591952550}.
[2025-10-04 12:32:32] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1759591952550}
[2025-10-04 12:32:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 20, 'op': 0, 'd': {'user_id': '494631739793342465', 'timestamp': 1759591956, 'member': {'user': {'username': 'panghys', 'public_flags': 0, 'primary_guild': None, 'id': '494631739793342465', 'global_name': 'panghys', 'display_name_styles': None, 'display_name': 'panghys', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'ae18d5a7c6692dadb77671278e296b44'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-08T11:31:42.225000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1422177582140493956', 'guild_id': '1414573912020484200'}}
[2025-10-04 12:32:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-04 12:32:36] [DEBUG   ] discord.client: Dispatching event typing
[2025-10-04 12:32:36] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-10-04 12:32:37] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1759591957551.
[2025-10-04 12:32:37] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1759591957551}.
[2025-10-04 12:32:37] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1759591957551}
[2025-10-04 12:32:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 21, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-04T15:32:39.683000+00:00', 'pinned': False, 'nonce': '1424056635256471552', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-08T11:31:42.225000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1424056635864911963', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!generartts aaaaaaaaa#ja', 'components': [], 'channel_type': 0, 'channel_id': '1422177582140493956', 'author': {'username': 'panghys', 'public_flags': 0, 'primary_guild': None, 'id': '494631739793342465', 'global_name': 'panghys', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'ae18d5a7c6692dadb77671278e296b44'}, 'attachments': [], 'guild_id': '1414573912020484200'}}
[2025-10-04 12:32:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-04 12:32:39] [DEBUG   ] discord.client: Dispatching event message
[2025-10-04 12:32:39] [DEBUG   ] discord.client: Dispatching event command
[2025-10-04 12:32:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-04T15:32:39.932000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1421869904826470543'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-28T14:43:22.463000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1424056636909293638', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'preparando tts..', 'components': [], 'channel_type': 0, 'channel_id': '1422177582140493956', 'author': {'username': 'bot-acus', 'public_flags': 0, 'primary_guild': None, 'id': '1421868753179644015', 'global_name': None, 'display_name_styles': None, 'discriminator': '0800', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'b95b9c23115e861a8cdb150d54b0caf9'}, 'attachments': [], 'guild_id': '1414573912020484200'}}
[2025-10-04 12:32:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-04 12:32:40] [DEBUG   ] discord.client: Dispatching event message
[2025-10-04 12:32:40] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1422177582140493956/messages with {"content":"preparando tts..","components":[],"tts":false} has returned 200
[2025-10-04 12:32:40] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1422177582140493956/messages has received {'type': 0, 'content': 'preparando tts..', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-10-04T15:32:39.932000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1424056636909293638', 'channel_id': '1422177582140493956', 'author': {'id': '1421868753179644015', 'username': 'bot-acus', 'avatar': 'b95b9c23115e861a8cdb150d54b0caf9', 'discriminator': '0800', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2025-10-04 12:32:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 23, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-04T15:32:40.598000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1421869904826470543'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-28T14:43:22.463000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1424056639702569072', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1422177582140493956', 'author': {'username': 'bot-acus', 'public_flags': 0, 'primary_guild': None, 'id': '1421868753179644015', 'global_name': None, 'display_name_styles': None, 'discriminator': '0800', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'b95b9c23115e861a8cdb150d54b0caf9'}, 'attachments': [{'url': 'https://cdn.discordapp.com/attachments/1422177582140493956/1424056639572410428/tts_panghys_aaaaaaaaa_ja.mp3?ex=68e28f98&is=68e13e18&hm=2a3ee817171fabb41e2eca9caf5d2b70ea93de88a1d42ad38e777ecc3607f5ac&', 'size': 24768, 'proxy_url': 'https://media.discordapp.net/attachments/1422177582140493956/1424056639572410428/tts_panghys_aaaaaaaaa_ja.mp3?ex=68e28f98&is=68e13e18&hm=2a3ee817171fabb41e2eca9caf5d2b70ea93de88a1d42ad38e777ecc3607f5ac&', 'id': '1424056639572410428', 'filename': 'tts_panghys_aaaaaaaaa_ja.mp3', 'content_type': 'audio/mpeg', 'content_scan_version': 0}], 'guild_id': '1414573912020484200'}}
[2025-10-04 12:32:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-04 12:32:40] [DEBUG   ] discord.client: Dispatching event message
[2025-10-04 12:32:40] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1422177582140493956/messages with <aiohttp.formdata.FormData object at 0x7254d24ee510> has returned 200
[2025-10-04 12:32:40] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1422177582140493956/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [{'id': '1424056639572410428', 'filename': 'tts_panghys_aaaaaaaaa_ja.mp3', 'size': 24768, 'url': 'https://cdn.discordapp.com/attachments/1422177582140493956/1424056639572410428/tts_panghys_aaaaaaaaa_ja.mp3?ex=68e28f98&is=68e13e18&hm=2a3ee817171fabb41e2eca9caf5d2b70ea93de88a1d42ad38e777ecc3607f5ac&', 'proxy_url': 'https://media.discordapp.net/attachments/1422177582140493956/1424056639572410428/tts_panghys_aaaaaaaaa_ja.mp3?ex=68e28f98&is=68e13e18&hm=2a3ee817171fabb41e2eca9caf5d2b70ea93de88a1d42ad38e777ecc3607f5ac&', 'content_type': 'audio/mpeg', 'content_scan_version': 0}], 'embeds': [], 'timestamp': '2025-10-04T15:32:40.598000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1424056639702569072', 'channel_id': '1422177582140493956', 'author': {'id': '1421868753179644015', 'username': 'bot-acus', 'avatar': 'b95b9c23115e861a8cdb150d54b0caf9', 'discriminator': '0800', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2025-10-04 12:32:40] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-10-04 12:32:42] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1759591962552.
[2025-10-04 12:32:42] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1759591962552}.
[2025-10-04 12:32:42] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1759591962552}
[2025-10-04 12:32:47] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 23.
[2025-10-04 12:32:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-04 12:32:47] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1759591967553.
[2025-10-04 12:32:47] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1759591967553}.
[2025-10-04 12:32:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1759591967553}
[2025-10-04 12:32:52] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1759591972554.
[2025-10-04 12:32:52] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1759591972554}.
[2025-10-04 12:32:52] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1759591972554}
